,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,LABEL
Packed.Generic.459-8acdc4645bfb9f66a12ecdf08f10b2521c1c5abe09362da80ace6cf8d2cb97d9,T1,2A,25,79,82,8F,79,7D,16,CB,A4,20,FB,89,36,43,B6,DA,79,D9,04,26,14,8D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.459-8b33c1d9e943e1e10a16413b9f15224dbba0985a0b7d7c64ba5846ffc456b2eb,T1,77,15,B1,42,8F,7C,3D,2B,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,04,16,A4,4C,13,DA,B8,B0,AE,B9,77,E5,81,CE,4F,D8,2.0
Packed.Generic.459-94e82f70d4868e71f0a5692ee7427de1ba82023eb29c903f8709f32be68389fa,T1,57,84,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,42,B6,DB,79,D9,04,26,14,8D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-9a0d060554e226aeea332c88eac9a398c0eb2369d18b4ed026e552937e005f7f,T1,B7,A4,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.459-9a21a5ff38c96546fe8cc265e528545c4af6c1c1f9f0425a18b100f6668f15b3,T1,83,73,0D,87,C6,5D,16,83,40,F0,31,CB,98,77,83,F1,97,E9,AE,48,3A,69,CD,23,25,F9,94,E4,9F,68,FA,D3,17,C2,68,2.0
Packed.Generic.459-9c31fae7e63fab99afa523523a522406d31efc2fc8911cc66a2a01d3aac7f3ec,T1,A1,C2,31,82,C6,9C,52,43,44,B5,31,CB,88,77,83,F1,6B,EA,EE,44,3A,59,8E,32,21,F5,A4,D0,9F,69,FE,E3,07,D1,6D,2.0
Packed.Generic.459-9f2f873d5dc70f42e4908fe27e07335d3af9cb66138b8ccc1702e0bb3f19b93c,T1,F1,24,63,C7,CA,59,19,97,05,E2,32,C5,59,71,83,E3,E6,F4,AD,0A,36,14,8D,23,E8,BC,D4,D8,5E,68,FB,C3,9E,C2,E4,2.0
Packed.Generic.459-9fbad03e4fa9ff326f01f4db9c104a6f9eaa45c395c9b18a8e1c20bbfffdf83d,T1,A6,74,6A,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-a0d548572e73075a60c4f4b969ebb710715f1548e2793e75b9302d4b112d0c6d,T1,B0,84,79,82,8F,79,7D,16,CB,65,20,FB,89,36,42,B6,DB,79,D9,04,26,14,8C,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-a504e7a61acabbadb0b7da8ad32b371bd3cc96438da513076cc4099a6b893da3,T1,71,A4,E6,42,8F,7C,3D,2B,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,04,16,A4,4C,13,DA,B8,70,AE,B9,77,E5,81,CE,8F,D8,2.0
Packed.Generic.459-aa780f5d84f401e8d91a82ec648129c76a4cb560e24d31a0e4894bbf59216254,T1,A2,54,8C,82,8F,7C,7D,52,CB,65,30,FB,89,72,42,B2,DA,79,E9,04,16,25,8D,13,D0,B4,94,CC,7A,77,EA,C2,4E,8F,D9,2.0
Packed.Generic.459-ab53105c89c2b60cd3c71af68b54c9ddf8d67f51ed8e2b8246950a76e71e5b8e,T1,C1,15,68,82,8F,79,7D,16,CB,A4,20,FB,89,36,42,B6,DB,79,D9,04,26,14,8D,13,D0,B4,A4,CD,39,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-b94ba3366281d25ea57e8a95611f6c0d49e4eba43d31b52e226eb8bd7241bfbb,T1,EC,D3,2A,83,C6,9D,62,63,08,B5,31,8F,CA,72,87,D3,6F,59,E9,04,17,25,89,27,14,B8,E4,C8,6E,79,FA,C7,8F,C9,DC,2.0
Packed.Generic.459-bb21142319ca5cd9f9421a3c72ff3790214e7a3338a5a4af178ffe163439a987,T1,C6,D4,29,42,8F,7C,3D,2A,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,04,16,A4,4C,13,DA,B8,B0,AE,B5,77,E5,81,CE,8F,DC,2.0
Packed.Generic.459-bee0217c1a15eb06b4e1ec2053b552f6d959bcb7f0e8a4c52f2aa6b08639f808,T1,98,25,79,82,8F,79,7D,16,CB,A4,20,FB,89,36,42,B6,DB,79,D9,04,26,14,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-c1277fe78f0ddd35e79823e50d9c5c6818e8d71f35f72be9fa291e57a08231cc,T1,88,84,6A,82,8F,79,7D,52,CB,65,20,FB,89,32,42,B2,DB,79,E9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-c284808faf0e9c6c3aa49bba3a39113237ebc5dc9373fcb4fe6abeefbd57c475,T1,46,F3,7C,E6,DF,1C,F3,96,88,97,32,5E,A8,E1,E4,41,83,78,75,89,20,79,D1,1B,10,EE,C0,68,8E,7B,1F,C1,6D,76,FA,2.0
Packed.Generic.459-c6c8c29d4d3ea2021efe4aade2ac785e43617039109e2d0a334bb6e14ed4b02e,T1,5A,25,A1,7B,2F,38,CF,D7,C5,C4,2B,25,29,A2,C1,D2,92,31,93,7A,4C,74,EA,01,62,D7,4A,0C,EE,67,D6,E6,3B,49,D1,2.0
Packed.Generic.459-cad1d8ddc393f8e5c99fe4b3a229d43c0daad3a05601a04e1015858746a0f72c,T1,C3,05,7A,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-cbb510a3dc80802cf748aa8a300b68c86dab31b98d376da140424c8caa2ce63f,T1,AE,64,8B,82,CF,38,7D,52,CB,65,20,FB,88,71,82,B2,DB,79,D9,04,26,14,8D,17,D4,B4,90,CD,7A,B7,EA,C2,5E,8F,D9,2.0
Packed.Generic.459-cc8ba0292c86b520bf40a54725729cd8996b1526565e0d3c13edc5ea926d37f2,T1,78,15,6C,42,8F,B9,7D,62,CB,65,21,FB,89,32,82,B2,EB,75,E9,04,16,15,4D,17,D0,74,A0,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.459-cd61577fcc4e233d93257fee3ca48b9a047439a1d4a63c9bcf6bf1e5cae362f9,T1,34,84,6B,82,8F,7C,7D,52,CB,65,20,FB,89,71,83,B2,DA,79,E9,04,25,25,8D,17,D0,B4,90,CD,3A,77,EA,C2,4E,8F,D9,2.0
Packed.Generic.459-cee1070329d89c7e8b91fd447637c660ce7c85be47b4e3d397a8a5df1a69543c,T1,3F,73,2D,87,C6,5C,16,93,44,B1,31,CB,98,76,C3,F1,97,E9,AE,04,3A,29,CD,33,24,F9,94,E4,9F,69,FA,D3,17,C2,A8,2.0
Packed.Generic.459-d1a1c48eee2997b966866aff1e91e05d606283454a6c4d8a14b4e0608089c575,T1,63,94,8C,82,8F,79,7D,52,CB,65,20,FB,85,72,82,B2,EB,75,E9,04,16,25,4D,17,D0,B8,90,8C,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.459-df81db69dfeea1069747017293171e41ae078264032f6ae322192eca2e0ceb18,T1,A9,14,8B,42,86,5C,61,7F,04,7F,23,CA,85,F1,42,DA,96,64,98,04,17,F5,49,12,DF,EC,B0,B7,FA,77,EA,82,CA,8E,DC,2.0
Packed.Generic.459-e01a6feaf948054fda71f7cc2186c06b8b0b34ee1d67bf8f474a8d3ab3476cf7,T1,C6,A4,6B,82,8F,7D,7D,56,CB,65,20,FB,89,32,42,B2,DB,79,E9,04,26,15,4C,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-e25248e56c0a1c4f41e0d41d15bd8174bdb1154fad585bf2f2f8196a61798fbd,T1,B6,A4,8B,82,8F,3C,7D,52,CB,65,30,FB,89,72,82,B2,DA,79,E9,04,16,25,5D,17,D0,B4,90,8C,7A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-e316f11b798e6fe8cb480f6593a247f0904d9b73d34b20a0779cb7e10595d58f,T1,09,05,E1,42,8F,7C,3D,2A,C7,6A,22,F7,85,B1,42,B9,D6,75,D4,04,16,A0,4C,13,DA,B8,B0,AE,B5,77,E5,81,CE,8F,DC,2.0
Packed.Generic.459-eb7c1601884b212effd5de39a9a03ed1906f7780cc2e83efbebdeba9b99600bb,T1,3B,E4,79,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-ed473a0c51bce88c92572db81a114854fe32bc13e51439437781224d123b1db6,T1,46,F3,8C,E5,DF,1C,F3,96,88,93,32,9E,A8,E1,E5,41,83,78,75,89,20,79,D1,1B,10,EE,C0,68,8E,7B,1F,C1,6D,76,FA,2.0
Packed.Generic.459-ef5f6188077b4af8447716698d3bf7256e3d52746d7caf89a7cb662c225a0702,T1,D5,F4,7C,82,8F,79,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,16,25,4C,13,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-f0b78c237246d4feae48fb025e061955f18d8c12674a3446669b3ea0a665bfee,T1,39,F3,0B,83,C7,AD,65,63,48,61,30,CB,C9,72,43,E2,AB,69,E9,04,17,25,4D,27,54,B8,E4,C8,7E,79,FA,C7,8F,CA,DC,2.0
Packed.Generic.459-f9f09f8f0fb86c6a69d5118ca0e0320c8f9dfc7ff6130ae94a830d315478db95,T1,35,05,4A,42,8F,7C,7D,2A,C7,6A,22,F7,85,B1,42,B9,D6,74,D4,00,16,A4,4C,13,CA,B8,B0,AE,B5,77,E5,81,CE,8F,DD,2.0
Packed.Generic.459-fa2d736ba0c93a5e1a3df9c219579f4f70d588df49d365345b9a7cd3f1c6f6be,T1,FC,A4,83,49,ED,9C,42,2F,40,BF,33,F6,86,F1,43,D9,06,54,A8,81,2B,B4,C6,21,D7,DC,70,BB,F9,A7,E5,A1,E1,49,E8,2.0
Packed.Generic.459-fd00df759209178ca88a1415cf22bfb1d0e42aee10a1ff5bc1e88717d763a6c8,T1,0B,C4,7C,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,DB,75,E9,04,16,25,4C,17,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.459-fedc06a181bb97a1f18dda82e9c48bc0ec413392f01564901ffefaf25b9166c0,T1,81,B4,7C,82,8F,7D,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,16,25,4C,13,D0,B4,A4,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.482-1c88688bb677f19cb78120b589ade1ad8f44b917ab6f3f051262059304d6b707,T1,57,72,FA,C5,C6,6C,73,82,08,65,31,4E,A4,71,87,D6,83,F8,39,CC,56,7D,C9,13,24,AF,84,A5,8E,BF,A7,83,5A,D3,FA,2.0
Packed.Generic.485-31dc99adc339ffb8009b0d19d2fc9d8493e77abc8c00885cb02bc29e729d0290,T1,82,F4,5A,49,C1,3C,6A,51,09,CD,1E,CE,FA,A0,DD,57,8B,A1,32,68,05,7B,98,32,34,7B,C8,C2,FE,59,5F,89,27,62,F7,2.0
Packed.Generic.485-6fd26757399429f32c7f2fc2e2a07db270a65522d996442ecdc63cc27c9744f2,T1,25,15,36,49,C5,3C,6A,41,05,CD,2A,CE,FA,90,CD,43,4B,E5,31,A8,15,7B,9C,32,34,7B,C8,D2,EE,69,5F,8A,27,62,F7,2.0
Packed.Generic.493-033e5773ba2326d4070677f49c1b8a2e062165efca44e301c780e4f860ea5ace,T1,10,84,6A,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4C,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-03a89497cd2585ce7b0348cbb7f15fd7bc8231c2272b677f05f3a852537eb700,T1,C0,84,68,82,8F,7D,7D,52,CB,65,20,FB,89,32,82,B2,EA,75,D9,04,26,14,5C,17,D0,B4,A4,8D,3A,7B,F9,C2,4F,8F,D9,2.0
Packed.Generic.493-03d81b2f3b4b81745371da608d2da8364768cc3d6979348815b4a1400a746024,T1,F8,B4,78,82,8F,7D,7D,16,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,5C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-03f2cae4481d9d07eca4d43dbfaaa4a298fe2120628a915fb10a97619ada0a99,T1,CA,A4,9F,C3,CF,78,BD,22,CB,24,60,FB,98,32,42,B9,E6,74,E9,04,15,15,9E,13,D4,78,84,8E,79,6B,F6,83,5E,8F,E5,2.0
Packed.Generic.493-042b0cfec8bc8f81e91a5c4fcf6bcfa610fd32573651bc38d1810715fcb0f6d0,T1,69,44,8D,C2,CF,B8,7D,62,C7,25,60,FB,99,32,42,BA,EA,70,EA,04,05,15,5E,13,D4,38,94,8E,79,7B,F5,83,5E,8F,E4,2.0
Packed.Generic.493-04ae5bee8e1a64519ba24ce669dff1e819a580a408290e261279b6c64ae41163,T1,56,A4,17,92,9F,3C,BD,16,CB,A2,20,F7,98,72,92,B4,DA,79,D9,00,25,04,9E,1B,D0,F0,44,DD,7E,27,DA,C2,1E,9F,D9,2.0
Packed.Generic.493-04ef2f19cc604e10b3dec55030a851675822012105ecaf9f0f30d59122ee24b8,T1,95,63,48,C7,5B,2C,72,96,18,73,B1,0D,F1,70,E1,6A,D3,36,32,89,08,68,6A,1F,AD,BE,46,AD,0D,7E,E7,43,1E,47,D2,2.0
Packed.Generic.493-05c40ea59eba20c51d545e56c3b439ca6babe89421cac3905230703a85b42b6c,T1,6F,94,7A,82,8F,79,7D,52,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-06cc1216dd4082717b0a803dc6cf08c179700d0b6361682d77cc413509736cd3,T1,DC,74,79,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-09b89daea8ca96123244c43827b25ba7b9de5b23bd47a5d84b469ba5c4f6b81a,T1,B1,A4,6A,82,8F,79,7D,52,CB,65,30,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-09ee3b0ca334d7adf03d594432d6be22345f5579ffbc889824e94a4feef7d211,T1,81,64,B3,E3,DA,1C,D2,1B,C8,F2,30,E6,9C,B6,93,A5,4B,7D,DD,00,39,04,9A,1B,10,F4,54,E5,8E,36,EF,C2,57,D9,AA,2.0
Packed.Generic.493-09eee33ffe9823e2bfdd68237ad683fa489ba8be50ca8a74f43ca6d94c8a9e05,T1,84,74,A0,C2,CF,78,7C,22,CB,24,60,FB,99,31,42,BA,EA,74,E9,04,05,15,9E,13,D4,78,94,8E,79,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-0af1867da1859394f6555412abb06ea919338580bd2d0da1631a2afe5155e794,T1,46,B4,0B,93,CF,78,BD,16,C7,61,60,F7,98,72,92,B8,E6,75,EA,00,24,04,9E,17,D4,B8,04,DE,7D,2B,E9,83,1E,8F,E5,2.0
Packed.Generic.493-0ba860029509fa7caa09964ecf985dfb054513a3485f828e5c3728798b8e9c31,T1,A9,64,69,82,8F,7C,7D,56,CB,65,30,FB,89,72,82,B6,DA,79,D9,04,26,14,8D,13,D0,B4,94,CD,3A,77,EA,C2,0E,8F,D9,2.0
Packed.Generic.493-0cafd8c517b7db9a4884607639708c9f5817c7b1b289c5d7e314298d01fa3a2d,T1,01,84,78,82,8F,79,7D,62,CB,65,20,FB,89,32,83,B2,DA,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-0ce63b7da709e077b3da47992aec484510dd07f0065425e2e1aae1c9b9e1d684,T1,FA,94,AE,82,CF,B8,7D,62,C7,24,60,FB,D9,32,42,BA,EA,70,E6,04,05,15,5E,17,D4,38,94,8E,79,7B,F5,83,9E,8F,E4,2.0
Packed.Generic.493-0d092c1a16bc31b012d1c81b4480539768d69aeca135d70846d78c69601bedf8,T1,FA,35,B0,C3,CF,78,BD,22,CB,24,60,FB,98,32,42,BA,EA,74,E5,04,15,15,9D,13,D4,78,84,8E,79,6B,F6,83,5E,8F,E5,2.0
Packed.Generic.493-0dd4d4fdcaeb57a4b640d6cbafc0b652ccef4d70b91814dc1178718a8893db46,T1,95,F4,7A,82,8F,7D,7D,52,CB,A5,20,FB,89,32,82,B2,DA,75,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-0e3423f3259e78e77e59b890bcf6d6c6f69a474a0985f2909f649590ea63dc3e,T1,E1,64,79,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-0e836f79b44f329b6fb5b774bbcc90a261c25ec6e587de1be05add517deac82d,T1,59,64,69,82,8F,B9,7D,52,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-0f1c51d55dc4bde3cf0c62147fbe6409bdc4d341d52247d00f586a6482af1511,T1,A8,E4,59,82,8F,79,7D,16,CB,64,20,FB,89,36,42,B6,DA,79,D9,04,26,14,8D,13,D0,B4,A4,CD,39,77,F9,C2,4E,CF,DA,2.0
Packed.Generic.493-0f9791c794f5b75a028a9f00882d1a429daebe07d4c383b42c0c93c6deba1feb,T1,61,F4,7D,42,8F,B9,7D,62,C7,65,21,FB,8A,32,82,B2,EB,75,E9,04,16,25,4D,17,D0,74,A0,8C,3A,77,F9,C6,4F,8F,D8,2.0
Packed.Generic.493-0fa6afcf6e176443f40a957d536390b16863490e7ebbd67d56ad9a64ab089fe5,T1,55,C4,2A,A3,9F,3C,BD,16,CB,A2,20,F7,88,71,92,74,CA,79,D9,00,25,04,9E,1B,D0,F4,14,AD,7A,27,DE,C2,5E,9F,E5,2.0
Packed.Generic.493-10b3ba47ca026bf5e8bad5df0f4f777ff134dec6227852540def207525d36eb3,T1,95,F3,09,83,C7,AD,65,63,48,A1,30,DB,CA,32,83,E2,EB,69,D9,04,26,15,4D,27,54,B4,E4,C8,7E,79,F9,C7,8F,CA,DC,2.0
Packed.Generic.493-11d6325f04688567de142e43f8ddb73ec622bfb61a00e9c958876790ffa1c061,T1,2C,44,79,82,8F,79,7D,62,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-12bb1c91686d3809451aa259ffbe2e6d02542e429dd4fa743b5f35ae3c0ae246,T1,EA,F4,2C,92,9F,3C,BD,16,CA,A1,30,F7,98,72,92,B0,CA,79,DD,00,25,04,9E,17,90,F0,54,ED,7A,27,DE,C2,5E,9F,E9,2.0
Packed.Generic.493-13f4978d7d789b0a5ffc8bde52a6ba66762782610904fb1abfde1048c5998568,T1,B1,F4,7B,82,8F,7D,7D,52,CB,65,20,FB,89,72,82,B2,DB,75,E9,04,26,15,4D,13,D0,B4,A0,8D,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-15e0a189813b2b0ab552872bcb9ca44e901012a6b157b7a22313ba1fda303eac,T1,BE,A4,7A,82,8F,79,7D,56,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-16a0788252dafa6c3561ded3454c800077f2985b642d9916a3af098863661bab,T1,11,D4,7A,82,8F,7D,7D,56,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-1a37dad82dc27b218cc9c968833c97c7aa35e32f9899ca97af43d6145c562aee,T1,C3,64,BF,82,CF,B9,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9D,13,D4,78,94,CE,39,3B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-1aa416b31cb6792df6f7db5ca9b853b45de66d09ed83ae4d343881f5c6890bcb,T1,BA,84,6B,42,8F,B9,7D,62,CB,65,21,FB,89,32,82,B2,EA,75,E9,04,16,15,4D,17,D0,74,A0,CC,3A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.493-1ad5c3c86df4d6804b9c7e6ee262cc02baa373d257764029270295b8410b5e91,T1,9A,74,79,82,8F,7D,7D,62,CB,65,20,FB,89,32,82,B2,DA,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-1bf68b0a294060978644182aa7bbf0400e08c6a1656584f48905c390afac4b08,T1,E1,94,AE,83,CF,79,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,05,15,9E,13,D4,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-1f662559df431d4e9580aa6d545d0fa972cc689e6649c9051472373a6203e777,T1,10,44,03,D3,CA,5C,92,17,C8,F2,31,D6,9C,B2,D3,A5,5B,BA,DD,00,39,04,9A,2B,10,F4,54,E5,8E,39,EF,C3,1B,D6,A9,2.0
Packed.Generic.493-21a4e253f06d9145bffd4f000163aba1917e7e67743056a84abe3c63de7fe601,T1,06,63,6E,C7,5B,2C,76,9A,48,73,B1,0D,F1,70,E1,6A,D3,32,32,89,0C,68,6A,1F,AD,BD,46,AD,4C,6E,E7,43,1E,47,D2,2.0
Packed.Generic.493-21a723f28089a36de5f627b62e0cbfc072f6679daf07011b72ec921e4f7ac08a,T1,D5,83,82,C7,5F,2C,66,9B,49,72,B1,0D,F1,70,E1,6A,D3,32,32,89,0C,68,6A,1F,6D,BD,46,AC,0D,6E,E7,83,1E,47,D2,2.0
Packed.Generic.493-23ea5b078bec4748c4bea71597b6c0956d2106e94b610e74cacad0eeb7751c46,T1,02,94,89,82,8F,7D,7D,12,CB,A5,20,FB,89,32,82,B2,DA,79,D9,04,26,15,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-26ceb1b13fa98f181e12d6cc12ba0d3560fbc6f5e54f9ad1ed60cd9bea0e8337,T1,02,84,BD,83,CF,78,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D4,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-28ce4ae54fb9d01279140815b60b4dba5035f26e7ca4cb65fe3feb2f550931f7,T1,63,E3,E7,83,C7,AD,65,63,48,A1,30,DB,CA,32,83,E2,EB,69,DD,04,26,15,4D,27,54,B4,E4,C8,7E,79,F9,C7,8F,8A,DC,2.0
Packed.Generic.493-29cc45457ac3cf4f1b7861b4b668e9371eb824aaaa25469ea7113714cabfde51,T1,7C,94,7A,82,8F,7D,7D,56,CB,65,20,FB,89,32,82,B2,DA,75,D9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4E,8F,D9,2.0
Packed.Generic.493-2a98754d5933c1197f656c9bf35c3bb92662ce486cf34746142f3a2a7cfdb131,T1,63,54,BE,82,CF,B9,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9D,13,D4,78,94,CE,39,7B,F5,83,5E,8F,E4,2.0
Packed.Generic.493-2adc32b7efb44d025f75066bdd30acf54691475ee5659106acda0d79c142df39,T1,13,24,DB,87,C5,9D,15,93,04,B1,31,CA,99,76,83,F2,AB,A5,EE,08,3B,25,CD,23,34,B9,D4,E4,6F,78,F6,C3,57,C2,A8,2.0
Packed.Generic.493-2afeafb43fb95e7293963ac8014f464b00cd5ab0cc8be19b2f3bdd7408e9202b,T1,13,F4,6D,52,8F,79,7D,62,CB,A1,20,FB,89,72,82,B2,DA,75,D9,04,26,14,4D,17,D0,B4,A0,CC,7A,77,FA,C6,4F,8F,D8,2.0
Packed.Generic.493-2b942b59cc462a002f9d834cf4a5a5e81b97b238f59f2a0d5e5b724d940e037e,T1,1C,04,1A,C3,CB,98,A5,73,C4,35,60,CA,D9,32,52,FA,FB,A0,EA,04,05,16,9E,17,64,3C,D4,CE,7D,79,B5,83,9F,8A,E4,2.0
Packed.Generic.493-2c9c0168b84253658fbeb8a0f3978d032d9e1bf2328b4e0adb880d0560aa2dda,T1,7F,25,59,82,8F,79,7D,16,CB,A4,20,FB,89,36,42,B6,DA,79,D9,04,26,14,8D,13,D0,B4,A4,CD,39,77,F9,C2,4E,CF,DA,2.0
Packed.Generic.493-2d2601bc2c9cfa6949c39381415fb42f278555e5eb9b337b0bcdead047a11f43,T1,F2,74,7A,82,8F,79,7D,62,CB,65,20,FB,89,32,82,B2,DB,79,D9,04,26,14,4D,17,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-2d89d60785e14c83f33a2b5f1f62ca0d691a32d4cbcbfe10a512e3daaaf20bc1,T1,FE,54,69,82,8F,79,7D,52,CB,65,20,FB,89,32,82,B2,EB,79,D9,04,26,15,4D,13,D0,B4,A4,CD,3A,77,F9,C2,4E,8F,D9,2.0
Packed.Generic.493-2e209988180c24eb54746c3aa758471968ac7d7eac85428155a15a1be33348ba,T1,E7,94,90,83,8F,B8,7D,22,C7,24,60,FB,99,32,82,BA,EA,70,E6,04,05,15,5E,17,D4,78,94,8E,79,7B,F5,83,5F,8F,E4,2.0
Packed.Generic.493-2e2612512de586420185d1390c2bef746eac906d9a0e266c059c3c781eabd3a1,T1,F9,94,79,82,8F,7D,7D,66,CB,65,20,FB,89,32,82,B2,DA,75,D9,04,26,15,4C,17,D0,B4,A0,8D,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-2e5b24499e2222e2419b1035f6d4c682cf41db7932d7277a5ea5fc9ecfbc4bdf,T1,62,D4,BE,83,CF,79,7C,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9E,13,D0,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-2e7cc298c613cac6f064fdf6f59a9fa5349294413eb375125229471b71069a49,T1,0B,F4,7A,82,8F,79,7D,56,CB,65,20,FB,89,32,82,B2,DA,75,E9,04,26,14,4C,17,D0,B4,A4,CD,3A,77,FA,C2,4F,8F,D9,2.0
Packed.Generic.493-2e9cd7a799f29b039e2148d4cec13673d0bc8789c7521524e0d9c4d3f4aed602,T1,D4,B4,BD,83,CF,79,BC,22,CB,24,60,FB,99,32,42,BA,EA,74,E9,04,15,15,9D,13,D0,78,94,8E,39,7B,F5,83,5E,8F,E5,2.0
Packed.Generic.493-2f75ce5aaa0276886ea26cccf37ad2c2b06157a37978318559474e2d2a9bc24c,T1,4F,F3,F6,83,C7,AD,65,63,48,A1,30,DB,CA,72,83,E2,EB,69,DD,04,26,15,4D,27,64,B4,E4,C8,3E,79,F9,C7,4F,8A,DC,2.0
