,"('findfirstfileexw ntclose findfirstfileexw',)","('findresourceexw loadresource findresourceexw',)","('findresourcew sizeofresource loadresource',)","('getfilesize ntcreatesection ntmapviewofsection',)","('getsystemmetrics getsystemmetrics getsystemmetrics',)","('getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime',)","('getsystemtimeasfiletime ldrloaddll ldrgetprocedureaddress',)","('getsystemwindowsdirectoryw getsystemwindowsdirectoryw loadstringw',)","('getsystemwindowsdirectoryw loadstringw getsystemwindowsdirectoryw',)","('getsystemwindowsdirectoryw ntcreatefile ntcreatesection',)","('ldrgetdllhandle ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetdllhandle ldrloaddll',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress getsystemwindowsdirectoryw ntcreatefile',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress getsystemwindowsdirectoryw',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntclose',)","('ldrgetprocedureaddress ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress',)","('ldrgetprocedureaddress ntallocatevirtualmemory ntallocatevirtualmemory',)","('ldrgetprocedureaddress regopenkeyexw regopenkeyexw',)","('ldrgetprocedureaddress regopenkeyexw regqueryvalueexw',)","('ldrgetprocedureaddress regqueryvalueexw regclosekey',)","('ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrloaddll ldrgetprocedureaddress ldrloaddll',)","('ldrloaddll ldrgetprocedureaddress ldrunloaddll',)","('ldrloaddll ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrloaddll ldrgetprocedureaddress regopenkeyexw',)","('ldrloaddll ldrloaddll ldrloaddll',)","('loadresource findresourceexw loadresource',)","('loadresource findresourcew sizeofresource',)","('loadstringa ldrgetdllhandle ldrgetprocedureaddress',)","('loadstringa loadstringa ldrgetdllhandle',)","('loadstringa loadstringa loadstringa',)","('loadstringw getsystemwindowsdirectoryw getsystemdirectoryw',)","('loadstringw loadstringw loadstringw',)","('ntallocatevirtualmemory getsystemmetrics getsystemmetrics',)","('ntallocatevirtualmemory ldrgetdllhandle ldrgetprocedureaddress',)","('ntallocatevirtualmemory ldrloaddll ldrgetprocedureaddress',)","('ntallocatevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntprotectvirtualmemory',)","('ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory',)","('ntclose findfirstfileexw ntclose',)","('ntclose ldrgetdllhandle ldrgetprocedureaddress',)","('ntclose ldrloaddll ldrgetprocedureaddress',)","('ntclose ntclose ntclose',)","('ntclose ntclose ntopenkey',)","('ntclose ntopenkey ntclose',)","('ntclose ntopenkey ntopenkey',)","('ntclose ntopenkey ntqueryvaluekey',)","('ntclose ntopenkeyex ntqueryvaluekey',)","('ntclose ntqueryattributesfile ntqueryattributesfile',)","('ntcreatefile ntcreatesection ntmapviewofsection',)","('ntcreatesection ntmapviewofsection ntclose',)","('ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey',)","('ntfreevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntfreevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntmapviewofsection ntclose ntclose',)","('ntopenkey ntclose ntopenkey',)","('ntopenkey ntopenkey ntopenkey',)","('ntopenkey ntopenkey ntqueryvaluekey',)","('ntopenkey ntqueryvaluekey ntclose',)","('ntopenkeyex ldrloaddll ldrgetprocedureaddress',)","('ntopenkeyex ntqueryvaluekey ntclose',)","('ntopenmutant ntopenmutant ntopenmutant',)","('ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory',)","('ntqueryattributesfile ntqueryattributesfile ntqueryattributesfile',)","('ntqueryvaluekey ntclose ldrgetdllhandle',)","('ntqueryvaluekey ntclose ldrloaddll',)","('ntqueryvaluekey ntclose ntclose',)","('ntqueryvaluekey ntclose ntopenkey',)","('ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey',)","('ntreadfile ntreadfile ntreadfile',)","('ntreadfile setfilepointer setfilepointer',)","('regclosekey findfirstfileexw regopenkeyexw',)","('regclosekey ldrgetdllhandle ldrgetprocedureaddress',)","('regclosekey regopenkeyexw regqueryvalueexw',)","('regenumkeyexw regenumkeyexw regenumkeyexw',)","('regopenkeyexw regopenkeyexw regclosekey',)","('regopenkeyexw regopenkeyexw regopenkeyexw',)","('regopenkeyexw regqueryinfokeyw regclosekey',)","('regopenkeyexw regqueryvalueexw regclosekey',)","('regopenkeyexw regqueryvalueexw regqueryvalueexw',)","('regqueryvalueexw regclosekey regopenkeyexw',)","('regqueryvalueexw regqueryvalueexw regclosekey',)","('regqueryvalueexw regqueryvalueexw regqueryvalueexw',)","('searchpathw searchpathw searchpathw',)","('setfilepointer ntreadfile setfilepointer',)","('setfilepointer setfilepointer ntreadfile',)","('sizeofresource loadresource findresourcew',)","('timegettime timegettime timegettime',)","('writeconsolea writeconsolea writeconsolea',)",command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent_count,children_count,LABEL
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,1,0,0,2,0,1.0
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995089305905628,0.0,0.0,0.0,0.0,0.01728988656226688,0.0,0.0,0.0,0.0,0.013281100468960885,0.02250710693773848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,1,0,37,0,0,0,1,0,20,0,0,24,13,0,1,9,1,0,351,2234,1,0,0,0,2,0,1.0
Backdoor.Graybird-0904d313bde15d4656a630055d025d6a289de46fc2369597deb20d51da0ccd57,0.0,0.0328221450596681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01595795742084072,0.0,0.0,0.0,0.0,0.0,0.01595795742084072,0.0,0.0,0.015713588317543988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008020196295556505,0.0,0.0,0.0,0.0,0.0,0.032968915447305354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012623655914801864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013384950970880804,0.013147432288908429,0.0,0.0,0.0,0.013623325342690574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5857764161613362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5921226968334351,0.5500681255853097,0.0,0.0,0.0,6,0,0,6,14,0,41,0,0,2,5,1,36,5,0,35,21,0,4,23,5,4,734,2922,3,0,0,0,2,3,1.0
Backdoor.Graybird-095879f4cafe44bf45530fa8b6999d7361bdac2f041fc3c4e7afc1d80cbe914b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,0,0,15,0,0,1,0,0,12,0,0,10,2,0,0,2,2,0,56,76,2,1,0,0,2,2,1.0
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,0,7,0,0,1,0,0,13,0,0,5,1,0,0,0,1,0,21,21,2,0,0,0,2,2,1.0
Backdoor.Graybird-0a1311fceceea990bf446f7afa4fedcc6b7f8780afd4a6c87a31949818f87cea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,3,16,0,23,0,0,1,1,1,19,0,0,27,14,1,1,15,1,0,354,2268,3,0,0,0,2,8,1.0
Backdoor.Graybird-0ded1dc774b46d985a4e90a46f5d56a0047630d7a6e8df439870f7bb40b57a14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,0,0,0,2,6,1.0
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1,17,0,17,0,0,0,2,0,9,2,0,6,0,0,1,0,3,0,83,46,9,1,0,0,2,6,1.0
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,1,15,0,12,0,0,1,0,1,10,0,0,5,0,0,0,0,2,0,25,40,2,1,0,0,2,7,1.0
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3,0,0,17,0,0,1,0,0,14,0,0,11,3,0,0,8,2,0,60,109,2,1,0,0,2,3,1.0
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,0,16,0,0,1,0,1,12,0,0,4,0,0,0,6,1,0,50,56,11,1,0,0,2,2,1.0
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,2,0,0,7,0,0,1,0,0,11,0,0,4,0,0,0,0,1,0,20,21,2,0,0,0,2,1,1.0
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995089305905628,0.0,0.0,0.0,0.0,0.01728988656226688,0.0,0.0,0.0,0.0,0.013281100468960885,0.02250710693773848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0,0,33,0,0,1,0,1,9,0,0,4,0,0,0,6,1,0,33,56,4,1,0,0,2,3,1.0
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,18,19,0,0,0,0,2,0,1.0
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995089305905628,0.0,0.0,0.0,0.0,0.01728988656226688,0.0,0.0,0.0,0.0,0.013281100468960885,0.02250710693773848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,3,15,0,35,0,0,1,0,0,13,0,0,10,2,0,0,8,2,0,73,126,6,0,0,0,2,4,1.0
Backdoor.Graybird-143c25c7cc08038a40638df3cd01232232baed4a9469f356efc615b5041c794a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,3,15,0,15,0,0,1,0,0,13,0,0,11,2,0,0,2,2,0,56,93,2,0,0,0,2,6,1.0
Backdoor.Graybird-14818f4633cc87ac1b11b53895daa6cbc595065596c7ea86f807fb1a1ad79b72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0,0,15,0,0,1,0,0,14,0,0,5,1,0,0,6,2,0,29,56,2,1,0,0,2,3,1.0
Backdoor.Graybird-152a87566246d7b100a299d29e34ce080c52e714e0c2883b904d85c1144de18d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,2,2,15,0,12,0,0,1,0,1,13,0,0,5,0,0,0,0,2,0,25,40,2,1,0,0,2,7,1.0
Backdoor.Graybird-16274674297d97fdb7c53027a4e6facd681428961e31bc85dfff497056b071a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258354467098448,0.0,0.0,0.05317835009490645,0.0,0.0,0.03264946146814482,0.0,0.0,0.02694235465250326,0.40923837796218115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417465187025301,0.03417465187025301,0.855518257642937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026826554111307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033226763064619406,0.0,0.0,0.2916841937453014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850232504446593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031610534074308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,71,126,6,1,0,0,2,6,1.0
